Q1,Q2,Q3,Q4,Q5_Partner,Q5_Friends,Q5_Siblings,Q5_Co-worker,Q6_Skyscrapers,Q6_Sport,Q6_Art_and_Music,Q6_Carnival,Q6_Cuisine,Q6_Economic,Q7_capped,Q8_capped,Q9_capped,Q10_wordcount,Q10_kw_tallest,Q10_kw_carnival,Q10_kw_eiffel,Q10_kw_skyscraper,Label
5,4.0,4.0,2,0,1,1,0,5.0,1.0,4.0,2.0,3.0,6.0,0.0,5.0,15.0,5,0,0,0,0,New York City
5,1.0,4.0,1,1,1,1,1,6.0,2.0,1.0,1.0,4.0,6.0,5.0,1.0,2.0,0,0,0,0,0,New York City
5,5.0,3.0,5,1,1,0,1,6.0,1.0,4.0,2.0,3.0,5.0,3.0,3.0,10.0,7,0,0,0,0,New York City
2,5.0,2.0,5,0,1,0,1,6.0,3.0,6.0,3.0,3.0,6.0,0.0,7.0,10.0,5,0,0,0,0,New York City
5,5.0,4.0,4,1,1,1,1,4.0,2.0,5.0,3.0,4.0,5.0,10.0,3.0,2.0,4,0,0,0,0,New York City
5,4.0,4.0,4,1,1,1,0,5.0,3.0,2.0,1.0,4.0,6.0,23.0,2.0,8.0,4,0,0,0,0,New York City
5,5.0,4.0,5,1,1,1,1,6.0,4.0,3.0,1.0,2.0,5.0,5.0,2.0,4.0,12,0,0,0,0,New York City
5,5.0,4.0,4,1,0,1,0,6.0,2.0,5.0,1.0,3.0,6.0,-1.0,5.0,10.0,5,0,0,0,0,New York City
5,5.0,4.0,4,1,1,1,1,6.0,3.0,5.0,2.0,5.0,6.0,0.0,10.0,10.0,5,0,0,0,0,New York City
5,3.0,1.0,3,0,0,1,0,5.0,1.0,2.0,3.0,4.0,6.0,-5.0,10.0,20.0,5,0,0,0,0,New York City
5,5.0,2.0,2,1,1,1,0,4.0,1.0,2.0,3.0,5.0,6.0,25.0,5.0,4.0,22,0,0,0,0,New York City
5,5.0,3.0,1,0,0,0,1,5.0,1.0,2.0,3.0,4.0,6.0,20.0,2.0,8.0,4,0,0,0,0,New York City
4,3.0,4.0,3,1,1,1,1,5.0,2.0,3.0,1.0,4.0,6.0,5.0,3.0,4.0,1,0,0,0,0,New York City
5,5.0,3.0,3,0,1,1,0,6.0,1.0,2.0,3.0,4.0,5.0,5.0,6.0,10.0,3,0,0,0,0,New York City
4,5.0,3.0,3,0,1,0,1,6.0,4.0,2.0,2.0,3.0,6.0,10.0,3.0,2.0,7,0,0,0,0,New York City
4,4.0,3.0,3,1,1,1,1,6.0,2.0,3.0,1.0,2.0,5.0,5.0,3.0,4.0,4,0,0,0,0,New York City
4,4.0,3.0,5,1,1,1,1,4.0,5.0,1.0,2.0,6.0,3.0,8.0,4.0,3.0,0,0,0,0,0,New York City
4,3.0,2.0,3,0,0,0,1,5.0,1.0,3.0,2.0,4.0,6.0,10.0,4.0,4.0,3,0,0,0,0,New York City
5,5.0,5.0,4,1,1,0,0,5.0,1.0,4.0,4.0,4.0,6.0,15.0,8.0,20.0,3,0,0,0,0,New York City
5,5.0,2.0,2,0,0,1,0,1.0,3.0,5.0,4.0,6.0,2.0,5.0,1.0,2.0,3,0,0,0,0,New York City
5,5.0,4.0,4,1,0,1,0,6.0,4.0,6.0,3.0,2.0,4.0,0.0,4.0,10.0,5,0,0,0,0,New York City
5,4.0,5.0,2,0,1,0,0,6.0,4.0,3.0,1.0,2.0,5.0,0.0,6.0,10.0,8,0,0,0,0,New York City
5,2.0,5.0,3,0,1,0,0,2.0,6.0,3.0,5.0,4.0,1.0,5.0,1.0,2.0,4,0,0,0,0,New York City
5,4.0,3.0,2,1,1,1,1,2.0,6.0,5.0,4.0,3.0,1.0,18.0,1.0,2.0,10,0,0,0,0,New York City
5,5.0,4.0,2,1,1,1,1,6.0,4.0,3.0,2.0,4.0,6.0,0.0,2.0,2.0,7,0,0,0,0,New York City
5,4.0,2.0,2,0,0,0,1,6.0,4.0,5.0,1.0,1.0,6.0,-3.0,8.0,7.0,1,0,0,0,0,New York City
5,4.0,5.0,5,1,1,1,0,6.0,1.0,4.0,2.0,3.0,5.0,24.0,2.0,13.0,8,0,0,0,0,New York City
5,5.0,3.0,2,0,0,1,0,6.0,1.0,4.0,1.0,4.0,3.0,23.0,3.0,6.0,3,0,0,0,0,New York City
5,4.0,4.0,5,1,1,1,1,6.0,6.0,6.0,4.0,2.0,6.0,3.0,1.0,6.0,2,0,0,0,0,New York City
5,5.0,4.0,3,0,0,1,1,4.0,2.0,4.0,3.0,5.0,6.0,0.0,3.0,10.0,4,0,0,0,0,New York City
5,5.0,5.0,4,1,1,1,1,5.0,4.0,3.0,1.0,2.0,6.0,-3.0,6.0,15.0,3,0,0,0,0,New York City
4,5.0,4.0,4,1,0,1,0,6.0,5.0,3.0,4.0,3.0,3.0,5.0,5.0,7.0,3,0,0,0,0,New York City
5,5.0,2.0,5,0,1,0,0,6.0,1.0,5.0,3.0,6.0,4.0,10.0,1.0,6.0,4,0,0,0,0,New York City
5,5.0,3.0,2,1,1,1,0,5.0,2.0,5.0,5.0,3.0,6.0,8.0,3.0,8.0,7,0,0,0,0,New York City
5,5.0,2.0,2,1,0,0,1,6.0,3.0,4.0,2.0,1.0,5.0,1.0,1.0,15.0,5,0,0,0,0,New York City
5,5.0,5.0,4,1,1,1,1,6.0,4.0,1.0,2.0,3.0,5.0,0.0,1.0,3.0,2,0,0,0,0,New York City
4,3.0,3.0,2,1,1,1,0,6.0,1.0,3.0,2.0,4.0,5.0,8.0,2.0,4.0,9,0,0,0,0,New York City
5,2.0,2.0,1,1,0,0,1,5.0,1.0,3.0,2.0,4.0,6.0,15.0,2.0,2.0,3,0,0,0,0,New York City
5,5.0,4.0,5,1,1,0,0,6.0,6.0,4.0,5.0,5.0,1.0,3.0,2.0,5.0,5,0,0,0,0,New York City
5,5.0,4.0,5,1,1,1,0,2.0,5.0,3.0,1.0,4.0,6.0,1.0,3.0,20.0,7,0,0,0,0,New York City
5,4.0,3.0,3,0,1,0,0,6.0,4.0,3.0,4.0,3.0,5.0,25.0,5.0,6.0,1,0,0,0,0,New York City
5,4.0,1.0,1,0,0,0,1,6.0,1.0,4.0,1.0,4.0,6.0,5.0,10.0,20.0,5,0,0,0,0,New York City
5,5.0,4.0,5,0,1,1,1,6.0,1.0,4.0,2.0,3.0,5.0,10.0,5.0,5.0,4,0,0,0,0,New York City
2,2.0,4.0,4,0,1,0,0,6.0,1.0,6.0,4.0,5.0,6.0,25.0,1.0,1.0,3,0,0,0,0,New York City
5,5.0,5.0,4,1,1,1,1,6.0,2.0,4.0,1.0,3.0,5.0,1.0,10.0,30.0,4,0,0,0,0,New York City
5,2.0,4.0,3,1,1,1,1,6.0,1.0,3.0,2.0,4.0,5.0,22.0,3.0,10.0,5,0,0,0,0,New York City
5,5.0,2.0,3,1,0,0,0,5.0,4.0,4.0,2.0,4.0,6.0,14.0,7.0,15.0,1,0,0,0,0,New York City
5,5.0,3.0,4,1,1,1,1,5.0,3.0,6.0,1.0,2.0,4.0,-1.0,8.0,10.0,0,0,0,0,0,New York City
4,2.0,2.0,1,0,0,0,1,6.0,2.0,3.0,1.0,1.0,6.0,5.0,3.0,6.0,20,0,0,0,0,New York City
5,4.0,4.0,3,1,1,1,1,4.0,3.0,6.0,1.0,2.0,5.0,15.0,3.0,4.0,14,0,0,0,0,New York City
5,3.0,3.0,1,0,0,0,1,6.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,2.0,6,0,0,0,0,New York City
5,5.0,1.0,4,1,0,0,1,4.0,2.0,2.0,1.0,6.0,5.0,10.0,8.0,10.0,2,0,0,0,0,New York City
5,3.0,4.0,4,1,1,1,0,6.0,3.0,4.0,4.0,3.0,6.0,0.0,5.0,6.0,10,0,0,0,0,New York City
5,5.0,5.0,4,1,1,1,1,5.0,1.0,4.0,2.0,3.0,6.0,-5.0,4.0,5.0,7,0,0,0,0,New York City
3,3.0,3.0,3,1,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,0.5,3.0,3.0,1,0,0,0,0,New York City
5,5.0,5.0,5,0,0,0,1,6.0,6.0,6.0,1.0,4.0,6.0,0.0,1.0,5.0,8,0,0,0,0,New York City
5,5.0,5.0,5,0,0,0,1,6.0,5.0,4.0,1.0,3.0,2.0,-10.0,1.0,30.0,2,0,0,0,0,New York City
4,4.0,2.0,2,1,1,0,1,6.0,2.0,3.0,1.0,4.0,5.0,20.0,3.0,6.0,9,0,0,0,0,New York City
5,5.0,1.0,3,1,1,0,1,6.0,4.0,2.0,3.0,1.0,5.0,5.0,1.0,1.0,4,0,0,0,0,New York City
2,1.0,3.0,2,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,1.0,2.0,1,0,0,0,0,New York City
5,4.0,5.0,3,1,1,1,0,6.0,4.0,5.0,1.0,6.0,5.0,5.0,4.0,7.0,7,0,0,0,0,New York City
5,5.0,4.0,4,1,1,1,1,6.0,6.0,5.0,4.0,5.0,6.0,2.0,1.0,3.0,7,0,0,0,0,New York City
5,5.0,2.0,3,1,1,1,0,6.0,3.0,4.0,1.0,2.0,5.0,0.0,1.0,10.0,3,0,0,0,0,New York City
5,5.0,4.0,5,1,1,0,1,6.0,2.0,4.0,1.0,3.0,5.0,10.0,10.0,3.0,4,0,0,0,0,New York City
5,4.0,4.0,3,1,1,0,0,6.0,3.0,2.0,1.0,4.0,5.0,3.0,3.0,15.0,6,0,0,0,0,New York City
5,5.0,3.0,2,1,1,1,1,5.0,3.0,2.0,1.0,4.0,6.0,-10.0,2.0,8.0,2,0,0,0,0,New York City
5,5.0,4.0,1,0,0,1,0,3.0,1.0,2.0,1.0,5.0,5.0,2.0,1.0,3.0,2,0,0,0,0,New York City
5,5.0,3.0,5,1,1,1,0,5.0,1.0,4.0,2.0,3.0,6.0,1.0,3.0,5.0,4,0,0,0,0,New York City
4,2.0,2.0,2,1,0,1,0,6.0,3.0,3.0,3.0,3.0,6.0,18.0,3.0,3.0,2,0,0,0,0,New York City
5,5.0,4.0,5,1,1,1,1,1.0,3.0,2.0,6.0,4.0,5.0,-4.0,7.0,90.0,9,0,0,0,0,New York City
5,5.0,3.0,4,1,1,1,0,1.0,3.0,2.0,6.0,4.0,5.0,10.0,3.0,5.0,5,0,0,0,0,New York City
5,3.0,4.0,5,1,1,0,0,3.0,2.0,4.0,5.0,1.0,6.0,10.0,3.0,6.0,5,0,0,0,0,New York City
5,5.0,3.0,5,0,1,0,0,5.0,5.0,4.0,5.0,3.0,6.0,0.0,2.0,10.0,4,0,0,0,0,New York City
5,2.0,2.0,2,0,0,1,0,6.0,3.0,4.0,1.0,2.0,5.0,5.0,1.0,5.0,4,0,0,0,0,New York City
5,5.0,4.0,2,1,1,1,1,5.0,4.0,2.0,1.0,3.0,6.0,2.0,5.0,8.0,3,0,0,0,0,New York City
4,5.0,3.0,4,1,1,1,1,4.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,10.0,2,0,0,0,0,New York City
5,5.0,3.0,5,0,1,0,1,5.0,3.0,2.0,1.0,4.0,6.0,-15.0,2.0,3.0,6,0,0,0,0,New York City
5,5.0,2.0,1,1,1,0,1,5.0,3.0,2.0,1.0,4.0,6.0,3.0,1.0,5.0,5,0,0,0,0,New York City
5,4.0,5.0,2,1,1,1,1,5.0,4.0,3.0,1.0,2.0,6.0,5.0,10.0,9.0,9,0,0,0,0,New York City
5,5.0,5.0,5,1,1,1,0,6.0,4.0,6.0,6.0,6.0,3.0,0.0,10.0,25.0,16,0,0,0,0,New York City
5,5.0,3.0,4,0,1,1,1,5.0,3.0,2.0,1.0,4.0,6.0,0.0,7.0,8.0,1,0,0,0,0,New York City
5,5.0,4.0,5,1,1,0,1,4.0,3.0,2.0,5.0,1.0,6.0,7.0,3.0,10.0,2,0,0,0,0,New York City
5,5.0,4.0,2,1,1,1,0,5.0,4.0,3.0,1.0,2.0,6.0,2.0,2.0,5.0,7,0,0,0,1,New York City
5,4.0,4.0,5,0,1,0,1,6.0,2.0,2.0,2.0,3.0,6.0,2.0,2.0,4.0,4,0,0,0,0,New York City
5,5.0,3.0,5,0,1,0,0,1.0,5.0,6.0,4.0,2.0,3.0,5.0,2.0,1.0,9,0,0,0,0,New York City
5,4.0,4.0,4,1,1,1,0,6.0,3.0,4.0,2.0,1.0,5.0,0.0,7.0,10.0,7,0,0,0,0,New York City
5,5.0,2.0,2,1,1,1,1,4.0,1.0,5.0,2.0,3.0,6.0,-2.0,6.0,15.0,5,0,0,0,0,New York City
5,5.0,3.0,1,1,1,1,1,6.0,2.0,4.0,1.0,3.0,5.0,-15.0,6.0,9.0,15,0,0,0,0,New York City
5,5.0,5.0,4,1,1,1,1,6.0,4.0,6.0,2.0,3.0,6.0,2.0,3.0,10.0,7,0,0,0,0,New York City
5,5.0,1.0,2,1,1,1,1,1.0,2.0,4.0,6.0,4.0,3.0,5.0,10.0,5.0,8,0,0,0,0,New York City
4,2.0,2.0,1,1,1,0,1,6.0,3.0,3.0,1.0,3.0,6.0,0.0,2.0,3.0,3,0,0,0,0,New York City
5,4.0,5.0,2,0,0,1,1,6.0,2.0,4.0,1.0,3.0,5.0,5.0,2.0,20.0,5,0,0,0,0,New York City
5,5.0,4.0,5,0,1,0,0,6.0,6.0,5.0,3.0,5.0,6.0,4.0,7.0,50.0,8,0,0,0,0,New York City
5,5.0,5.0,1,1,0,0,1,5.0,3.0,4.0,1.0,2.0,6.0,-1.0,6.0,5.0,2,0,0,0,0,New York City
5,5.0,4.0,4,1,0,0,0,6.0,2.0,5.0,2.0,4.0,5.0,-10.0,5.0,20.0,10,0,0,0,0,New York City
5,5.0,4.0,2,1,1,1,1,6.0,4.0,3.0,1.0,2.0,5.0,-1.0,5.0,15.0,7,0,0,0,0,New York City
5,5.0,4.0,3,1,1,0,1,6.0,3.0,4.0,2.0,1.0,5.0,5.0,1.0,4.0,7,0,0,0,0,New York City
5,5.0,5.0,2,0,0,0,1,3.0,2.0,2.0,2.0,2.0,6.0,15.0,1.0,1.0,14,0,0,0,0,New York City
5,5.0,4.0,5,1,1,1,1,5.0,2.0,4.0,4.0,3.0,6.0,0.0,10.0,20.0,16,0,0,0,0,New York City
5,5.0,3.0,4,1,1,0,1,6.0,3.0,5.0,3.0,4.0,6.0,-3.0,1.0,5.0,65,0,0,0,0,New York City
5,4.0,1.0,3,0,1,0,0,5.0,3.0,4.0,1.0,2.0,6.0,7.0,5.0,4.0,16,0,0,0,0,New York City
5,5.0,1.0,1,0,0,0,1,6.0,1.0,6.0,5.0,6.0,6.0,0.0,14.680000000000064,99.0,5,0,0,0,0,New York City
4,3.0,5.0,5,1,0,0,0,4.0,2.0,1.0,5.0,3.0,6.0,10.0,14.680000000000064,15.0,10,0,0,0,0,New York City
5,5.0,3.0,4,1,1,1,1,4.0,6.0,5.0,1.0,2.0,3.0,-10.0,4.0,7.0,7,0,0,0,0,New York City
5,5.0,4.0,4,1,1,1,1,6.0,3.0,4.0,1.0,2.0,5.0,-10.0,5.0,7.0,15,0,0,0,0,New York City
5,5.0,4.0,2,1,1,1,1,6.0,3.0,5.0,2.0,5.0,6.0,-5.0,5.0,40.0,7,0,0,0,0,New York City
5,5.0,4.0,3,1,1,1,1,6.0,3.0,2.0,2.0,2.0,5.0,0.0,2.0,3.0,16,0,0,0,0,New York City
5,5.0,3.0,5,1,1,1,1,4.0,3.0,6.0,1.0,2.0,5.0,0.0,4.0,100.0,7,0,0,0,0,New York City
5,5.0,5.0,5,0,1,1,0,4.0,2.0,6.0,6.0,2.0,6.0,15.0,4.0,5.0,0,0,0,0,0,New York City
5,5.0,5.0,4,1,1,1,1,6.0,1.0,5.0,2.0,4.0,3.0,19.0,2.0,5.0,3,0,0,0,0,New York City
4,5.0,3.0,4,1,1,1,1,5.0,1.0,2.0,3.0,6.0,4.0,8.0,1.0,3.0,7,0,0,0,0,New York City
5,5.0,3.0,5,0,1,0,0,5.0,5.0,5.0,2.0,4.0,6.0,0.0,10.0,30.0,1,0,0,0,0,New York City
5,4.0,2.0,1,1,1,0,0,6.0,4.0,2.0,1.0,3.0,5.0,-5.0,2.0,5.0,29,0,0,0,0,New York City
5,5.0,2.0,2,0,0,0,1,5.0,4.0,2.0,1.0,3.0,6.0,-15.0,2.0,5.0,2,0,0,0,0,New York City
5,5.0,4.0,3,1,0,0,0,6.0,3.0,4.0,2.0,1.0,5.0,5.0,5.0,7.0,0,0,0,0,0,New York City
5,4.0,4.0,1,1,1,1,1,6.0,3.0,2.0,1.0,4.0,5.0,-5.0,1.0,4.0,18,0,0,0,0,New York City
4,4.0,4.0,4,1,0,0,0,5.0,4.0,5.0,1.0,3.0,6.0,-8.0,2.0,100.0,35,0,0,0,0,New York City
5,4.0,3.0,2,0,1,1,1,5.0,1.0,4.0,2.0,3.0,6.0,12.0,2.0,4.0,17,0,0,0,0,New York City
5,5.0,2.0,5,1,1,1,0,5.0,2.0,5.0,2.0,3.0,6.0,10.0,1.0,10.0,4,0,0,0,0,New York City
5,4.0,4.0,3,1,1,1,0,6.0,1.0,4.0,2.0,3.0,5.0,-2.0,5.0,10.0,7,0,0,0,0,New York City
5,5.0,1.0,1,0,1,0,0,6.0,4.0,6.0,1.0,1.0,6.0,-10.0,2.0,100.0,3,0,0,0,0,New York City
5,5.0,5.0,3,1,1,1,1,6.0,3.0,2.0,1.0,5.0,4.0,5.0,4.0,13.0,6,0,0,0,0,New York City
5,4.0,2.0,4,1,1,0,1,6.0,1.0,4.0,3.0,2.0,5.0,18.0,4.0,3.0,6,0,0,0,0,New York City
5,5.0,3.0,3,1,1,0,0,6.0,4.0,3.0,1.0,4.0,5.0,3.0,5.0,5.0,0,0,0,0,0,New York City
5,4.0,3.0,2,1,1,0,0,6.0,2.0,3.0,1.0,4.0,5.0,0.0,3.0,5.0,13,0,0,0,0,New York City
5,5.0,3.0,5,1,1,1,1,6.0,3.0,6.0,4.0,6.0,6.0,5.0,6.0,7.0,8,0,0,0,0,New York City
5,5.0,5.0,4,0,1,1,1,6.0,4.0,5.0,2.0,5.0,6.0,5.0,6.0,7.0,5,0,0,0,0,New York City
5,5.0,2.0,3,1,1,1,1,4.0,1.0,3.0,2.0,6.0,5.0,5.0,2.0,5.0,5,0,0,0,0,New York City
5,5.0,2.0,1,1,1,1,1,6.0,1.0,1.0,1.0,2.0,6.0,0.0,2.0,5.0,11,0,0,0,0,New York City
4,5.0,4.0,3,0,1,0,1,6.0,2.0,5.0,3.0,5.0,6.0,0.0,1.0,4.0,1,0,0,0,0,New York City
5,3.0,3.0,3,1,1,1,1,6.0,3.0,5.0,2.0,4.0,6.0,2.0,4.0,10.0,15,0,0,0,0,New York City
5,3.0,4.0,3,1,0,0,0,6.0,3.0,4.0,2.0,1.0,5.0,0.0,3.0,5.0,1,0,0,0,0,New York City
5,5.0,4.0,3,0,1,0,1,5.0,1.0,2.0,3.0,4.0,6.0,0.0,1.0,5.0,7,0,0,0,0,New York City
5,4.0,4.0,2,0,1,0,1,5.0,2.0,4.0,1.0,3.0,6.0,2.0,3.0,15.0,5,0,0,0,0,New York City
5,5.0,5.0,1,1,1,1,1,6.0,1.0,1.0,1.0,1.0,6.0,5.0,1.0,100.0,2,0,0,0,0,New York City
5,5.0,4.0,5,1,1,1,1,5.0,3.0,2.0,4.0,1.0,6.0,-12.0,2.0,13.0,13,0,0,0,0,New York City
5,5.0,3.0,2,0,1,1,0,5.0,4.0,2.0,3.0,1.0,6.0,10.0,3.0,8.0,15,0,0,0,0,New York City
5,5.0,4.0,3,1,0,0,1,6.0,3.0,5.0,1.0,1.0,6.0,5.0,3.0,3.0,7,0,0,0,0,New York City
5,4.0,2.0,3,1,1,1,0,6.0,2.0,5.0,3.0,4.0,2.0,5.0,1.0,8.0,6,0,0,0,0,New York City
5,5.0,3.0,4,1,1,0,0,5.0,1.0,2.0,4.0,3.0,6.0,2.0,1.0,5.0,12,0,0,0,0,New York City
5,5.0,5.0,5,1,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,20.0,10.0,10.0,1,0,0,0,0,New York City
5,4.0,4.0,3,1,1,1,1,6.0,4.0,5.0,3.0,6.0,6.0,2.0,10.0,30.0,10,0,0,0,0,New York City
5,4.0,3.0,2,1,1,1,1,6.0,4.0,6.0,2.0,5.0,6.0,0.0,5.0,4.0,7,0,0,0,0,New York City
5,5.0,3.0,2,0,0,0,1,6.0,2.0,3.0,1.0,4.0,5.0,20.0,1.0,7.0,2,0,0,0,0,New York City
4,4.0,4.0,2,0,0,0,1,6.0,1.0,3.0,1.0,2.0,6.0,5.0,2.0,4.0,4,0,0,0,0,New York City
5,5.0,3.0,5,1,1,0,0,6.0,3.0,6.0,6.0,3.0,3.0,15.0,8.0,10.0,10,0,0,0,0,New York City
5,5.0,3.0,4,1,1,1,0,5.0,1.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,7,0,0,0,0,New York City
5,4.0,4.0,4,0,1,0,0,6.0,6.0,6.0,5.0,3.0,6.0,4.0,5.0,10.0,5,0,0,0,0,New York City
5,5.0,5.0,5,1,1,1,1,6.0,1.0,6.0,6.0,3.0,1.0,5.0,6.0,10.0,3,0,0,0,0,New York City
5,5.0,3.0,3,1,1,0,1,6.0,2.0,5.0,1.0,3.0,4.0,-10.0,3.0,50.0,20,0,0,0,0,New York City
5,5.0,5.0,5,1,1,1,0,3.0,3.0,6.0,6.0,5.0,6.0,0.0,8.0,5.0,1,0,0,0,0,New York City
5,5.0,5.0,5,1,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,0.0,10.0,20.0,8,0,0,0,0,New York City
5,4.0,3.0,3,1,1,1,1,6.0,2.0,4.0,1.0,3.0,5.0,1.0,10.0,8.0,5,0,0,0,0,New York City
4,3.0,3.0,1,1,1,1,1,5.0,1.0,3.0,2.0,4.0,6.0,10.0,6.0,10.0,3,0,0,0,0,New York City
4,3.0,3.0,2,1,1,1,1,6.0,3.0,2.0,1.0,4.0,5.0,5.0,1.0,2.0,0,0,0,0,0,New York City
4,3.0,2.0,2,1,0,0,1,5.0,2.0,3.0,1.0,4.0,6.0,5.0,9.0,10.0,5,0,0,0,0,New York City
5,4.0,2.0,3,0,1,0,1,6.0,2.0,3.0,2.0,3.0,6.0,-1.0,4.0,9.0,7,0,0,0,0,New York City
5,5.0,2.0,3,0,0,1,1,6.0,1.0,5.0,4.0,3.0,2.0,0.0,2.0,30.0,5,0,0,0,0,New York City
5,3.0,4.0,4,1,1,1,1,6.0,4.0,3.0,4.0,2.0,6.0,0.0,2.0,3.0,3,0,0,0,0,New York City
5,4.0,5.0,2,0,1,1,1,5.0,3.0,2.0,1.0,4.0,6.0,-5.0,10.0,10.0,7,0,0,0,0,New York City
5,5.0,3.0,1,1,1,1,0,5.0,1.0,1.0,1.0,4.0,5.0,10.0,1.0,6.0,12,0,0,0,0,New York City
5,5.0,2.0,5,1,1,1,0,6.0,4.0,3.0,4.0,2.0,2.0,13.0,3.0,10.0,1,0,0,0,0,New York City
5,5.0,3.0,4,0,1,1,0,6.0,4.0,4.0,2.0,4.0,6.0,0.0,1.0,10.0,8,0,0,0,0,New York City
5,5.0,4.0,4,1,1,1,1,5.0,3.0,6.0,1.0,2.0,4.0,-10.0,3.0,25.0,15,0,0,0,0,New York City
5,3.0,2.0,2,0,1,0,0,5.0,3.0,2.0,1.0,4.0,6.0,-10.0,3.0,5.0,1,0,0,0,0,New York City
5,5.0,3.0,5,1,1,0,0,6.0,1.0,5.0,6.0,6.0,6.0,3.0,5.0,10.0,4,0,0,0,0,New York City
5,2.0,4.0,2,1,1,1,1,5.0,4.0,2.0,1.0,3.0,6.0,10.0,2.0,8.0,4,0,0,0,0,New York City
5,4.0,5.0,2,1,1,0,0,6.0,1.0,6.0,2.0,3.0,6.0,-8.0,4.0,9.0,4,0,0,0,0,New York City
5,5.0,1.0,5,1,1,1,1,2.0,5.0,3.0,4.0,6.0,1.0,25.0,10.0,15.0,0,0,0,0,0,New York City
5,5.0,5.0,4,1,1,1,0,2.0,4.0,3.0,5.0,6.0,1.0,5.0,5.0,10.0,7,0,0,0,0,New York City
5,5.0,4.0,4,0,0,0,1,4.0,2.0,5.0,1.0,3.0,6.0,-5.0,5.0,8.0,2,0,0,0,0,New York City
3,5.0,5.0,4,1,1,1,0,5.0,1.0,2.0,4.0,3.0,6.0,0.0,3.0,4.0,20,0,0,0,0,New York City
5,5.0,3.0,3,0,1,0,0,5.0,3.0,2.0,2.0,2.0,5.0,0.0,2.0,2.0,19,0,0,0,0,New York City
4,5.0,3.0,4,0,0,0,1,5.0,3.0,4.0,3.0,2.0,3.0,10.0,2.0,4.0,4,0,0,0,0,New York City
5,4.0,3.0,4,0,1,1,0,6.0,2.0,4.0,5.0,3.0,1.0,5.0,2.0,4.0,7,0,0,0,0,New York City
5,4.0,2.0,3,0,0,0,1,6.0,1.0,4.0,1.0,2.0,6.0,-5.0,1.0,3.0,2,0,0,0,0,New York City
5,5.0,4.0,4,1,1,1,0,5.0,1.0,4.0,2.0,3.0,6.0,7.0,6.0,10.0,62,0,0,0,0,New York City
3,5.0,4.0,3,1,1,0,1,6.0,5.0,4.0,1.0,4.0,5.0,-10.0,13.0,20.0,3,0,0,0,0,New York City
5,5.0,4.0,3,0,1,0,0,6.0,3.0,6.0,3.0,3.0,6.0,-10.0,5.0,5.0,1,0,0,0,0,New York City
1,1.0,2.0,3,0,0,0,1,5.0,4.0,3.0,1.0,2.0,6.0,-8.0,5.0,5.0,4,0,0,0,0,New York City
5,5.0,4.0,5,0,1,0,1,6.0,2.0,3.0,4.0,3.0,6.0,10.0,10.0,16.0,2,0,0,0,0,New York City
5,5.0,4.0,4,1,1,0,1,6.0,2.0,4.0,1.0,3.0,5.0,15.0,10.0,15.0,44,0,0,0,0,New York City
5,5.0,2.0,3,0,0,0,1,1.0,3.0,4.0,6.0,5.0,2.0,-5.0,3.0,3.0,6,0,0,0,0,New York City
4,4.0,3.0,3,0,1,1,1,6.0,1.0,2.0,4.0,5.0,3.0,-10.0,1.0,10.0,3,0,0,0,0,New York City
5,5.0,3.0,5,1,1,0,1,6.0,5.0,5.0,3.0,3.0,6.0,-5.0,10.0,12.0,5,0,0,0,0,New York City
5,4.0,4.0,5,1,1,0,0,3.0,2.0,5.0,6.0,4.0,1.0,0.0,4.0,8.0,4,0,0,0,0,New York City
5,5.0,5.0,5,1,1,1,1,6.0,4.0,5.0,6.0,2.0,2.0,0.0,3.0,10.0,18,0,0,0,0,New York City
5,2.0,4.0,5,1,1,1,1,6.0,1.0,2.0,5.0,3.0,4.0,5.0,3.0,6.0,5,0,0,0,0,New York City
5,4.0,3.0,5,1,1,1,1,6.0,1.0,2.0,4.0,5.0,6.0,8.0,6.0,8.0,4,0,0,0,0,New York City
5,5.0,3.0,3,0,1,0,1,1.0,6.0,5.0,4.0,2.0,3.0,11.0,2.0,35.0,4,0,0,0,0,New York City
5,3.0,3.0,2,0,1,0,0,6.0,2.0,4.0,1.0,3.0,5.0,0.0,1.0,3.0,3,0,0,0,0,New York City
5,5.0,3.0,5,0,1,0,0,2.0,4.0,3.0,5.0,6.0,1.0,5.0,10.0,15.0,12,0,0,0,0,New York City
5,5.0,2.0,3,0,1,0,1,6.0,4.0,6.0,1.0,4.0,6.0,-10.0,4.0,15.0,5,0,0,0,0,New York City
5,5.0,4.0,5,0,1,0,1,5.0,1.0,4.0,2.0,3.0,6.0,-2.0,10.0,20.0,12,0,0,0,0,New York City
5,5.0,5.0,5,1,1,1,1,6.0,1.0,3.0,2.0,4.0,5.0,20.0,7.0,9.0,6,0,0,0,0,New York City
5,4.0,3.0,2,1,1,0,0,4.0,3.0,5.0,2.0,1.0,6.0,0.0,3.0,3.0,3,0,0,0,0,New York City
